Ja,authors,title,journal,abstract,year,doi,Quelle,Themenkomplex,ÖSL,Biodiv-Facette,Einfluss,Methode,Notiz zum Vote Count,Ort,Ort Details,Lebensraum,Art(en),Ökologische Einheit,Artengruppe,ESGroup,Boden?,Lebensraum_Gruppiert,CICES-Bereich,CICES-Gruppe,CICES-Klasse,CICES-Code,Bereich-Kurz,Klasse kurz
Ja,"Ratcliffe, S, Liebergesell, M, Ruiz-Benito, P, Gonzalez, JM, Castaneda, JMM, Kandler, G, Lehtonen, A, Dahlgren, J, Kattge, J, Penuelas, J, Zavala, MA, Wirth, C",Modes of functional biodiversity control on tree productivity across the European continent,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"AimThe relative contribution of community functional diversity and composition to ecosystem functioning is a critical question in ecology in order to enable better predictions of how ecosystems may respond to a changing climate. However, there is little consensus about which modes of functional biodiversity are most important for tree growth at large spatial scales. Here we assessed the relative importance of climate, functional diversity and functional identity (i.e. the community mean values of four key functional traits) for tree growth across the European continent, spanning the northern boreal to the southern Mediterranean forests. LocationFinland, Germany, Sweden, Spain and Wallonia (Belgium). MethodsUsing data from five European national forest inventories we applied a hierarchical linear model to estimate the sensitivity of tree growth to changes in climate, functional diversity and functional identity along a latitudinal gradient. ResultsFunctional diversity was weakly related to tree growth in the temperate and boreal regions and more strongly in the Mediterranean region. In the temperate region, where climate was the most important predictor, functional diversity and identity had a similar importance for tree growth. Functional identity was strongest at the latitudinal extremes of the continent, largely driven by strong changes in the importance of maximum height along the latitudinal gradient. Main conclusionsFunctional diversity is an important driver of tree growth in the Mediterranean region, providing evidence that niche complementarity may be more important for tree growth in water-limited forests. The strong influence of functional identity at the latitudinal extremes indicates the importance of a particular trait composition for tree growth in harsh climates. Furthermore, we speculate that this functional identity signal may reflect a trait-based differentiation of successional stages rather than abiotic filtering due to water or energy limitation.",2016,10.1111/geb.12406,Gesamtreview,Kohlenstoffkreislauf,Biomasseproduktion ,Funktionelle Diversität,pos,Modell/Simulation,Einfluss der funktionellen Diversität/Identität europäischer Wälder auf die Biomasse dieser,Europa,,Wald,,Ökosystem,,Biomasseproduktion ,,Wald,Biomasse,,,1.1,Biomasse,
Ja,"Pedro, MS, Rammer, W, Seidl, R",Disentangling the effects of compositional and structural diversity on forest productivity,JOURNAL OF VEGETATION SCIENCE,"Questions Tree species diversity is widely reported to positively influence forest productivity. Yet, a consistent attribution of productivity effects is complicated by the fact that compositional and structural diversity are often related in forest ecosystems. Here, our objective was to disentangle the effects of diversity in species and structures on forest productivity. We further assessed whether the influence of structure and composition on productivity changes over the course of forest development. Location Hainich National Park, central Germany. Methods We conducted a factorial simulation experiment in which 63 unique combinations of six different tree species were studied over 500yr of forest development. The model used was iLand, a process-based simulator operating at individual tree resolution. The indicators of compositional diversity considered included species richness, entropy, evenness and identity, while structural diversity was characterized by indicators describing vertical and horizontal stand structure. Net primary production (NPP) was studied as the response variable, and random forest analysis was used to synthesize simulation output. Results We found positive effects of both compositional and structural diversity on productivity, but their influence changed distinctly over the course of forest development. In early-seral stages, diversity effects on NPP were dominated by aspects of tree species composition, and displayed a strong positive selection effect for European beech (Fagus sylvatica L.). In later stages of forest development, diversity effects on NPP were dominated by structural diversity, with productivity increasing with increased variation in tree diameter and canopy complexity. Conclusion To better understand the effects of diversity on ecosystem functioning, both the compositional and structural dimensions of diversity in forest ecosystems (and their changes over time) need to be considered. In the context of ecosystem management our results suggest that the reduction in productivity associated with the loss of a canopy tree species (e.g. due to the invasion of an alien pest species) can to some degree be compensated through increased structural diversity. Fostering both compositional and structural diversity are important means to increase the robustness of forest ecosystem functioning.",2017,10.1111/jvs.12505,Gesamtreview,Kohlenstoffkreislauf,Biomasseproduktion ,Strukturelle Diversität,pos,Modell/Simulation,Auswirkung von Artenzusammensetzung und struktureller Diversität auf die Produktivität der Wälder,Deutschland,Hainich Nationalpark ,Wald,,Ökosystem,,Biomasseproduktion ,,Wald,Biomasse,,,1.1,Biomasse,
Ja,"Douinot, A, Tetzlaff, D, Maneta, M, Kuppel, S, Schulte-Bisping, H, Soulsby, C",Ecohydrological modelling with EcH(2)O-iso to quantify forest and grassland effects on water partitioning and flux ages,HYDROLOGICAL PROCESSES,"We used the new process-based, tracer-aided ecohydrological model EcH(2)O-iso to assess the effects of vegetation cover on water balance partitioning and associated flux ages under temperate deciduous beech forest (F) and grassland (G) at an intensively monitored site in Northern Germany. Unique, multicriteria calibration, based on measured components of energy balance, hydrological function and biomass accumulation, resulted in good simulations reproducing measured soil surface temperatures, soil water content, transpiration, and biomass production. Model results showed the forest ""used"" more water than the grassland; of 620 mm average annual precipitation, losses were higher through interception (29% under F, 16% for G) and combined soil evaporation and transpiration (59% F, 47% G). Consequently, groundwater (GW) recharge was enhanced under grassland at 37% (similar to 225 mm) of precipitation compared with 12% (similar to 73 mm) for forest. The model tracked the ages of water in different storage compartments and associated fluxes. In shallow soil horizons, the average ages of soil water fluxes and evaporation were similar in both plots (similar to 1.5 months), though transpiration and GW recharge were older under forest (similar to 6 months compared with similar to 3 months for transpiration, and similar to 12 months compared with similar to 10 months for GW). Flux tracking using measured chloride data as a conservative tracer provided independent support for the modelling results, though highlighted effects of uncertainties in forest partitioning of evaporation and transpiration. By tracking storage-flux-age interactions under different land covers, EcH(2)O-iso could quantify the effects of vegetation on water partitioning and age distributions. Given the likelihood of drier, warmer summers, such models can help assess the implications of land use for water resource availability to inform debates over building landscape resilience to climate change. Better conceptualization of soil water mixing processes and improved calibration data on leaf area index and root distribution appear obvious respective modelling and data needs for improved simulations.",2019,10.1002/hyp.13480,Gesamtreview,Stabilität und Resilienz,Grundwasserbildung,Landschaftsdiversität,pos,Modell/Simulation,Buchenwald vs. Grasland,Deutschland,Stechlin,Wald und Agrar- und Offenland,,Ökosystem,,Erhalt des Wasserhaushalts,,"Agrar- und Offenland, Wald","Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Erhalt des Wasserhaushalts und des Abflussregimes (einschließlich Hochwasserschutz und Küstenschutz),2.2.1.3,Regulierung,Erhalt des Wasserhaushalts
Ja,"Hartwich, J, Schmidt, M, Bolscher, J, Reinhardt-Imjela, C, Murach, D, Schulte, A",Hydrological modelling of changes in the water balance due to the impact of woody biomass production in the North German Plain,ENVIRONMENTAL EARTH SCIENCES,"Several studies have implied that cultivation of willow and poplar short-rotation coppices influence the area's water balance. Due to the high density of sites suitable for SRCs in the Northern German Plain, this study focusses on four different model areas representative of the climatic, soil, and morphological heterogeneity of this landscape. The river basins selected for the study are the Ems, Treene, Aland, and Uecker-Randow-Welse basins. The water balance modelling was performed with the Soil Water Assessment Tool (SWAT) and automatically calibrated with SWAT-CUP. The implemented scenarios were set to 10 % SRC cover on suitable sites, based on the area's predicted need to meet domestic demands for woody biomass by 2020. Additionally, an extreme scenario of 100 % cultivation on all suitable sites was implemented to determine the maximum effect of SRC on the regional water balance as well as to allow for a direct comparison with annual crops, pasture, and deciduous forest. For parametrization, field measurements were used to characterize the key physiological parameters for willow and poplar in SWAT. The results for the 10 % SRC scenarios did not show a substantial impact on the investigated water balance components at the water basin level. But at the local level, the effects of conversion to SRC are more pronounced. In general, actual evapotranspiration of SRC is 16 % higher compared to annual crops and average groundwater recharge decreases by 48 %. Also, available water capacity in the soil increases by 26 % for SRCs in comparison with annual crops.",2016,10.1007/s12665-016-5870-4,Gesamtreview,Stabilität und Resilienz,Grundwasserbildung,Landschaftsdiversität,pos,Modell/Simulation,"Kurzumtriebsplantage (KUP) Weide vs. Pappel, sowie KUP vs. Wald vs. Agrar",Deutschland,Norddeutsches Tiefland,"Wald, Agrar- und Offenland","Pappel, Weide",Ökosystem,,Erhalt des Wasserhaushalts,,"Agrar- und Offenland, Wald, Binnengewässer und Auen","Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Erhalt des Wasserhaushalts und des Abflussregimes (einschließlich Hochwasserschutz und Küstenschutz),2.2.1.3,Regulierung,Erhalt des Wasserhaushalts
Ja,"Zingraff-Hamed, A., Noack, M., Greulich, S., Schwarzwälder, K., Wantzen, K.M., Pauleit, S.",Model-Based Evaluation of Urban River Restoration: Conflicts between Sensitive Fish Species and Recreational Users,SUSTAINABILITY,"Urban rivers are socioecological systems, and restored habitats may be attractive to both sensitive species and recreationists. Understanding the potential conflicts between ecological and recreational values is a critical issue for the development of a sustainable river-management plan. Habitat models are very promising tools for the ecological evaluation of river restoration projects that are already concluded, ongoing, or even to be planned. With our paper, we make a first attempt at integrating recreational user pressure into habitat modeling. The objective of this study was to analyze whether human impact is likely to hinder the re-establishment of a target species despite the successful restoration of physical habitat structures in the case of the restoration of the Isar River in Munich (Germany) and the target fish species Chondostroma nasus L. Our analysis combined high-resolution 2D hydrodynamic modeling with mapping of recreational pressure and used an expert-based procedure for modeling habitat suitability. The results are twofold: (1) the restored river contains suitable physical habitats for population conservation but has low suitability for recruitment; (2) densely used areas match highly suitable habitats for C. nasus. In the future, the integrated modeling procedure presented here may allow ecological refuge for sensitive target species to be included in the design of restoration and may help in the development of visitor-management plans to safeguard biodiversity and recreational ecosystem services.",2018,10.3390/su10061747,BuA-Kapitel,Kulturelle Leistungen,Erholungsleistungen,Artenvielfalt,neg,Modell/Simulation,"Wildlebende Vogelarten, empfindliche und einheimische Arten, Vielfalt der Lebensräume",,,,,,,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Zingraff-Hamed, A., Noack, M., Greulich, S., Schwarzwälder, K., Wantzen, K.M., Pauleit, S.",Model-Based Evaluation of Urban River Restoration: Conflicts between Sensitive Fish Species and Recreational Users,SUSTAINABILITY,"Urban rivers are socioecological systems, and restored habitats may be attractive to both sensitive species and recreationists. Understanding the potential conflicts between ecological and recreational values is a critical issue for the development of a sustainable river-management plan. Habitat models are very promising tools for the ecological evaluation of river restoration projects that are already concluded, ongoing, or even to be planned. With our paper, we make a first attempt at integrating recreational user pressure into habitat modeling. The objective of this study was to analyze whether human impact is likely to hinder the re-establishment of a target species despite the successful restoration of physical habitat structures in the case of the restoration of the Isar River in Munich (Germany) and the target fish species Chondostroma nasus L. Our analysis combined high-resolution 2D hydrodynamic modeling with mapping of recreational pressure and used an expert-based procedure for modeling habitat suitability. The results are twofold: (1) the restored river contains suitable physical habitats for population conservation but has low suitability for recruitment; (2) densely used areas match highly suitable habitats for C. nasus. In the future, the integrated modeling procedure presented here may allow ecological refuge for sensitive target species to be included in the design of restoration and may help in the development of visitor-management plans to safeguard biodiversity and recreational ecosystem services.",2018,10.3390/su10061747,BuA-Kapitel,Kulturelle Leistungen,Erholungsleistungen,Landschaftsdiversität,neg,Modell/Simulation,"Wildlebende Vogelarten, empfindliche und einheimische Arten, Vielfalt der Lebensräume",,,,,,,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Sylla, M, Lasota, T, Szewranski, S",Valuing Environmental Amenities in Peri-Urban Areas: Evidence from Poland,SUSTAINABILITY,"Ecosystems provide services that contribute to the well-being of people living within a city's borders and on the urban-rural fringe. While benefits from green areas in urban settings are well investigated, peri-urban areas are significantly less addressed by researchers than cities. This study aims to evaluate the importance of environmental amenities in peri-urban areas using the hedonic pricing method to assess people's willingness to pay for environmental goods and services. A local regression model (geographically weighted regression) and two global regression models (generalized spatial two-stage least squares and ordinary least square) are used to identify the spatial patterns and level of influence of protected areas, forests, rivers, trees, and landscape diversity. This paper includes the Central European case study example of a peri-urban area of the city of Wroclaw, Poland. The results from the three models show that out of all of the environmental amenities included in this study, proximity to protected areassuch as Natura 2000 sites and landscape parksand the diversity of land-use patches within the 500-m radius around the sites exert the strongest influence on plot prices. The overall impact of environmental amenities on vacant plot prices in peri-urban areas is low or, as in the case of river and streams, not significant. The results of the analysis reveal the preferences of the new peri-urban inhabitants concerning green spaces that have an effect on the real estate market in Poland.",2019,10.3390/su11030570,Gesamtreview,Kulturelle Leistungen,Erholungswert,Landschaftsdiversität,pos,Modell/Simulation,Wert von peri-urbanen Räumen erhöht sich mit der Landschaftsdiversität,Polen,Breslau,Urbane Räume,,Bestand,,Erholungswert,,Urbane Räume,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Vermaat, JE, Palt, M, Piffady, J, Putnins, A, Kail, J",The effect of riparian woodland cover on ecosystem service delivery by river floodplains: a scenario assessment,ECOSPHERE,"Sixteen ecosystem services were quantified for the riverine landscapes of the Nahe, Stever (Germany), Bresse plain, and Azergues (France), to assess the effects of riparian woodland cover. Future woodland cover in 2050 was modeled to reflect contrasting scenarios of river management aligned to the well-established shared socioeconomic pathways. The scenarios are labeled as current, pessimistic, best practice, and ambitious riparian management practices (RMPs). We linked services to floodplain land use and river morphology and quantified them separately for spatial segments (0.5-1 km in length, n = 118-3419, depending on river length), using an analytical framework, the ""Mononen cascade."" Conservative monetary value estimates were based on net producer income before tax and subsidy, a shadow market price for carbon, flood damage functions, or willingness to pay for recreation and non-use. Most services were linked to land use, some affected the value of other services through simple rules (woodland shade affected trout survival hence angling benefit, a minimum of woodland affected pest regulation, hence crop productivity). In the current landscape state, provisioning, regulating, and cultural services all showed optimum curves with woodland cover: Provisioning services and cultural services were maximal around 45%, whereas this was around 30% for regulating services. More woodland was present in steeper near-source segments. Averaged across rivers, mean total service provision was estimated at 1084 +/- 4 euro center dot ha(-1)center dot yr(-1), with 40%, 36%, and 24% contributed by, respectively, provisioning, regulating, and cultural services. The three scenarios led to a limited change in total ecosystem service delivery, even if mean woodland cover was reduced from 27% to 17% in the pessimistic RMP and increased to 70% in the ambitious RMP for the most extreme case of the Stever. Provisioning services declined with increased woodland cover and cultural services increased. Regulating services did not change that much, because they are dominated by flood prevention in our assessment. The ""best practice"" scenario appeared to combine a modest increase in cultural services with a slight increase in provisioning service. An ambitious nature conservation objective as in the ambitious RMP appears possible without seriously compromising overall societal benefit.",2021,10.1002/ecs2.3718,Gesamtreview,Kulturelle Leistungen,Erholungswert,Landschaftstyp,ja,Modell/Simulation,Einfluss angrenzender Walddeckung auf ÖSL verschiedener Flusslandschaften,Mitteleuropa,"Frankreich, Deutschland",Binnengewässer und Auen,,Ökosystem,,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Brauniger, C, Knapp, S, Kuhn, I, Klotz, S",Testing taxonomic and landscape surrogates for biodiversity in an urban setting,LANDSCAPE AND URBAN PLANNING,"Cities often have higher species diversity than the surrounding landscape. This diversity is important for both nature conservation and urban planning. The recreation of residents and the protection of species and habitats are simultaneous targets of maintaining urban green spaces. Data about the distribution and richness of species and their habitats have been compiled frequently; however, it is difficult and costly to measure the complete biodiversity of a region, necessitating useful surrogates. We tested species and habitat data in 27 protected areas in a Central German city and asked (1) whether the diversity of selected taxa acts as a surrogate for the diversity of other taxa and total investigated diversity, and (2) whether landscape structure and human impact explain species richness. Landscape structure metrics were based on soil and habitat types; human influence was measured as the degree of hemeroby. We tested and accounted for sample bias prior to analyses. (1) Vascular plant species richness explained total richness and single taxon richness best. (2) The size of a protected area was the most important predictor of species richness. After correcting for the effect of size, shape complexity, isolation, and matrix properties remained significant. Accordingly, the type of data frequently used for urban planning - collected over several years, by various persons for various purposes - is suitable regarding systematic conservation planning for species richness. The surrogate taxa concept applies in urban areas but with restrictions. Additionally, species richness should be examined in the context of both the city and its surrounding countryside. (C) 2010 Elsevier B.V. All rights reserved.",2010,10.1016/j.landurbplan.2010.07.001,Gesamtreview,Kulturelle Leistungen,Erholungswert,Strukturelle Diversität,pos,Modell/Simulation,Hemerobiegrad beeinflusst Artenzusammensetzung und somit Erholungswert,Deutschland,Halle(Saale),Urbane Räume,,,,Erholungswert,,Urbane Räume,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Auerswald, K, Menzel, A",Change in erosion potential of crops due to climate change,AGRICULTURAL AND FOREST METEOROLOGY,"Erosion by water on arable land can be influenced by the farmer mainly by crop selection, cultivation and field management. This requires updated knowledge on the erosion potential of crops, the so-called C factor of the (Revised) Universal Soil Loss Equation. In order to assess how climate change has already altered the C factors, we analysed the effects of a modified crop development and rain erosivity. To this end, we combined more than 4.2 million phenological observations in Germany with the seasonal distribution of rain erosivity derived from contiguous rain radar measurements comprising about 7.7 million events. We then compared the recent C factors to those derived in the 1980s. Due to temperature increase, crops developed earlier and / or faster, which was particularly true for maize due to its C4 mode of photosynthesis; and rains were more erosive during the dormant season. Both had a strong impact on the C factors. In particular, the C factor of maize decreased while that of winter cereals tended to increase because these crops pass the winter period in a stage susceptible to erosion. In consequence, the differences among crops in their erosion potential decreased. Our findings strongly suggest that the winter period has to receive larger attention in soil conservation. Thus, the use of winter cover crops may become even more effective to control erosion.",2021,10.1016/j.agrformet.2021.108338,Gesamtreview,Stabilität und Resilienz,Reduktion von Erosion,Artidentität,ja,Modell/Simulation,Weizen vs. Mais vs. Kartoffel vs. Rübe,Deutschland,,Agrar- und Offenland,"Winterweizen, Mais, Kartoffel, Rüben",Feld,,Erosionsschutz,,Agrar- und Offenland,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Regulierung von Bodenerosion,2.2.1.1,Regulierung,Regulierung von Bodenerosion
Ja,"Vermaat, JE, Palt, M, Piffady, J, Putnins, A, Kail, J",The effect of riparian woodland cover on ecosystem service delivery by river floodplains: a scenario assessment,ECOSPHERE,"Sixteen ecosystem services were quantified for the riverine landscapes of the Nahe, Stever (Germany), Bresse plain, and Azergues (France), to assess the effects of riparian woodland cover. Future woodland cover in 2050 was modeled to reflect contrasting scenarios of river management aligned to the well-established shared socioeconomic pathways. The scenarios are labeled as current, pessimistic, best practice, and ambitious riparian management practices (RMPs). We linked services to floodplain land use and river morphology and quantified them separately for spatial segments (0.5-1 km in length, n = 118-3419, depending on river length), using an analytical framework, the ""Mononen cascade."" Conservative monetary value estimates were based on net producer income before tax and subsidy, a shadow market price for carbon, flood damage functions, or willingness to pay for recreation and non-use. Most services were linked to land use, some affected the value of other services through simple rules (woodland shade affected trout survival hence angling benefit, a minimum of woodland affected pest regulation, hence crop productivity). In the current landscape state, provisioning, regulating, and cultural services all showed optimum curves with woodland cover: Provisioning services and cultural services were maximal around 45%, whereas this was around 30% for regulating services. More woodland was present in steeper near-source segments. Averaged across rivers, mean total service provision was estimated at 1084 +/- 4 euro center dot ha(-1)center dot yr(-1), with 40%, 36%, and 24% contributed by, respectively, provisioning, regulating, and cultural services. The three scenarios led to a limited change in total ecosystem service delivery, even if mean woodland cover was reduced from 27% to 17% in the pessimistic RMP and increased to 70% in the ambitious RMP for the most extreme case of the Stever. Provisioning services declined with increased woodland cover and cultural services increased. Regulating services did not change that much, because they are dominated by flood prevention in our assessment. The ""best practice"" scenario appeared to combine a modest increase in cultural services with a slight increase in provisioning service. An ambitious nature conservation objective as in the ambitious RMP appears possible without seriously compromising overall societal benefit.",2021,10.1002/ecs2.3719,Gesamtreview,Stabilität und Resilienz,Erosionsschutz,Landschaftstyp,ja,Modell/Simulation,Einfluss angrenzender Walddeckung auf ÖSL verschiedener Flusslandschaften,Mitteleuropa,"Frankreich, Deutschland",Binnengewässer und Auen,,Ökosystem,,Erosionsschutz,,Binnengewässer und Auen,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Regulierung von Basisflüssen und Extremereignissen,Regulierung von Bodenerosion,2.2.1.1,Regulierung,Regulierung von Bodenerosion
Ja,"Bittner, S, Talkner, U, Kramer, I, Beese, F, Holscher, D, Priesack, E",Modeling stand water budgets of mixed temperate broad-leaved forest stands by considering variations in species specific drought response,AGRICULTURAL AND FOREST METEOROLOGY,"This modeling study used recent observations at a temperate broad-leaved forest in Central Germany to calculate water balances of a Fagus sylvatica monoculture and mixed stands of F. sylvatica, Tilia spp., Acer spp., Carpinus betulus, Fraxinus excelsior and Quercus robur. To simulate soil water flow the modeling framework Expert-N was applied which combines models that describe the physiological and hydrological processes of the plant-soil system including models of evapotranspiration (Penman-Monteith equation), interception (revised Gash model) and soil water flow (Richards equation). Measurements of rainfall partitioning, volumetric soil water content, evapotranspiration and tree transpiration provided reliable data for the parameterization and the calibration of the model for three stands of different diversity levels. They allowed to include species specific physiological (transpiration rates, response to dry soil water conditions) and structural (leaf area dynamics) characteristics. During the 3-year long observation period 2005-2007 the mean yearly precipitation was 652 mm, the simulated mean yearly interception loss of the three observed forest stands was between 219 and 272 mm, the transpiration accounted for 197-225 mm, the forest floor evaporation for 96-104 mm. the drainage for 16-60 mm and the runoff for 13-50 mm. The calculations of the water balance were sensitive to the species composition of the forest and showed differences of rainfall interception and root water uptake between the stands. The applied stand-level model was able to simulate the water dynamics of the monospecific and mixed forest stands. It was shown that differences in drought tolerance of tree species can have a strong impact on the simulated soil water extraction during periods when available soil water is low. (C) 2010 Elsevier B.V. All rights reserved.",2010,10.1016/j.agrformet.2010.06.006,Gesamtreview,Stabilität und Resilienz,Trockenresistenz,Artenvielfalt,neg,Modell/Simulation,Mono vs. Mischkultur,Deutschland,Hainich Nationalpark,Wald,"Rotbuche, Linde, Ahorn, Hainbuche, Gemeine Esche, Stieleiche",Baum,Bäume,Feuchtigkeitsregulierung,,Wald,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,"Regulierung von Temperatur und Feuchtigkeit, einschließlich Belüftung und Transpiration",2.2.6.2,Regulierung,Temperatur- und Feuchtigkeitsregulation
Ja,"Lindner, M",Developing adaptive forest management strategies to cope with climate change,TREE PHYSIOLOGY,"Numerous investigations have indicated that projected climate change will impact strongly on forest growth and composition. To adapt managed forests to changing environmental conditions it may be necessary to modify traditional forest management strategies. An extended version of a forest gap model was applied to a managed forest district in northeastern Germany. The model was initialized with forest inventory data and run using routines devised to simulate three management scenarios: (1) maximized timber production, (2) climatically well-adapted forest composition, and (3) maximized tree species diversity. The strategies were compared with a baseline scenario of traditional management without any response to climate change. The comparisons were based on simulated wood production and species composition after 110 years of development. The results underline the important influence that management strategies have on forest growth. Forest management may adopt a variety of strategies to respond to the expected changes in climate. Process-oriented forest gap models can aid in the assessment of these strategies.",2000,10.1093/treephys/20.5-6.299,Gesamtreview,Stabilität und Resilienz,Dürreresistenz,Artenvielfalt,neu,Modell/Simulation,"Kiefer mono. vs. Eiche,Linde,Hainbuche",Deutschland,,Wald,"Kiefer, Eiche, Linde, Hainbuche",Bestand,Bäume,Feuchtigkeitsregulierung,,Wald,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,"Regulierung von Temperatur und Feuchtigkeit, einschließlich Belüftung und Transpiration",2.2.6.2,Regulierung,Temperatur- und Feuchtigkeitsregulation
Ja,"Koschke, L, Furst, C, Lorenz, M, Witt, A, Frank, S, Makeschin, F",The integration of crop rotation and tillage practices in the assessment of ecosystem services provision at the regional scale,ECOLOGICAL INDICATORS,"The provision of ecosystem services at the landscape level can be significantly influenced by land management practices. Within an agriculturally dominated case study area in Saxony, Germany, a more detailed land use classification, which includes differentiated information on agricultural management practices, was utilized within the raster-based planning support tool GISCAME. ""Management"" refers to typical, regional crop rotations and soil tillage practices. The focus of this research was based on an indicator-based approach to assess ecosystem services and the development of land use change (LUC) and land management change (LMC) scenarios. The EuroMaps Land Cover data set was specifically developed for the case study and included remote sensing information for the general land use classification and terrestrial mapping information. Furthermore, statistical data on detailed regional agricultural land management were included. The raster-based planning support tool GISCAME was then used to simulate scenarios and visualize results. The LUC and LMC scenarios showed that the more detailed land use classification provided better output for the prioritization of planning alternatives. Further it enabled a refined assessment of the provisioning services (i) food and fodder provision, (ii) biomass provision, the regulation services, (iii) soil erosion protection, (iv) drought risk regulation, (v) flood regulation, (vi) returns from land-based production (i.e. the market value of biomass provision), and (vii) ecological integrity. The results of this study support the view that the application of improved management measures, such as conservation tillage, can significantly enhance the provision of ecosystem services (e.g. soil erosion protection and drought risk regulation) at the landscape level. The study also indicates that a combination of strategic LUC, such as afforestation and LMC, might be an effective way to enhance regulating services with acceptable trade-offs regarding provisioning services. Our approach presents a refined foundation for ecosystem services assessment, which is designed to better support regional planning and the provision of information to non-experts in the participatory processes. For transfer into other regions, standardized land use and land management classification will have to be defined. (c) 2013 Elsevier Ltd. All rights reserved.",2013,10.1016/j.ecolind.2013.03.008,Gesamtreview,Stabilität und Resilienz,Dürreresistenz,Artenzusammensetzung,ja,Modell/Simulation,"verschiedene Artenzusammensetzungen in Wald, Agrar und Grünland ",Deutschland,Sachsen,"Wald, Grasland, Agrar",,Bestand,,Feuchtigkeitsregulierung,,"Agrar- und Offenland, Wald","Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,"Regulierung von Temperatur und Feuchtigkeit, einschließlich Belüftung und Transpiration",2.2.6.2,Regulierung,Temperatur- und Feuchtigkeitsregulation
Ja,"Brun, P, Psomas, A, Ginzler, C, Thuiller, W, Zappa, M, Zimmermann, NE",Large-scale early-wilting response of Central European forests to the 2018 extreme drought,GLOBAL CHANGE BIOLOGY,"The combination of drought and heat affects forest ecosystems by deteriorating the health of trees, which can lead to large-scale die-offs with consequences on biodiversity, the carbon cycle, and wood production. It is thus crucial to understand how drought events affect tree health and which factors determine forest susceptibility and resilience. We analyze the response of Central European forests to the 2018 summer drought with 10 x 10 m satellite observations. By associating time-series statistics of the Normalized Difference Vegetation Index (NDVI) with visually classified observations of early wilting, we show that the drought led to early leaf-shedding across 21,500 +/- 2,800 km(2), in particular in central and eastern Germany and in the Czech Republic. High temperatures and low precipitation, especially in August, mostly explained these large-scale patterns, with small- to medium-sized trees, steep slopes, and shallow soils being important regional risk factors. Early wilting revealed a lasting impact on forest productivity, with affected trees showing reduced greenness in the following spring. Our approach reliably detects early wilting at the resolution of large individual crowns and links it to key environmental drivers. It provides a sound basis to monitor and forecast early-wilting responses that may follow the droughts of the coming decades.",2020,10.1111/gcb.15360,Gesamtreview,Stabilität und Resilienz,Trockenresistenz,Artenzusammensetzung,nein,Modell/Simulation,Einfluss Trockenheit 2018 auf Nadel und Laubbäum,Europa,,Wald,,Ökosystem,Bäume,Feuchtigkeitsregulierung,,Wald,"Regulierung der physikalischen, chemischen und biologischen Bedingungen",Atmosphärische Zusammensetzung und Bedingungen,"Regulierung von Temperatur und Feuchtigkeit, einschließlich Belüftung und Transpiration",2.2.6.2,Regulierung,Temperatur- und Feuchtigkeitsregulation
